sample.id	country	location	latitude	longitude	collection.date	species	insecticide	concentration	exposure.time	phenotype	sib.group.id	exclude.as.sib	run.accession
EA18-0552	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	7	FALSE	ERR9438316
EA18-0553	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438317
EA18-0554	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	9	FALSE	ERR9438462
EA18-0555	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438463
EA18-0556	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438464
EA18-0557	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438465
EA18-0558	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438466
EA18-0559	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438467
EA18-0560	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	18	TRUE	ERR9438468
EA18-0561	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438469
EA18-0562	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	17	TRUE	ERR9438470
EA18-0563	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438471
EA18-0564	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438472
EA18-0565	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438473
EA18-0566	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438474
EA18-0567	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438475
EA18-0568	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438476
EA18-0569	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438477
EA18-0570	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438478
EA18-0571	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive	6	TRUE	ERR9438479
EA18-0572	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438480
EA18-0573	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438481
EA18-0575	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438482
EA18-0576	Tanzania	Muleba	-2.092	31.574	07/2018	arabiensis	Delta	1	60	alive		FALSE	ERR9438483
