EA18-0115	Tanzania	Moshi	VBS54993	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438111	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438111/ERR9438111_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438111/ERR9438111_2.fastq.gz
EA18-0116	Tanzania	Moshi	VBS54994	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438112	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438112/ERR9438112_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438112/ERR9438112_2.fastq.gz
EA18-0117	Tanzania	Moshi	VBS54995	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438113	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438113/ERR9438113_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438113/ERR9438113_2.fastq.gz
EA18-0118	Tanzania	Moshi	VBS54996	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438114	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438114/ERR9438114_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438114/ERR9438114_2.fastq.gz
EA18-0119	Tanzania	Moshi	VBS54997	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438139	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438139/ERR9438139_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/009/ERR9438139/ERR9438139_2.fastq.gz
EA18-0120	Tanzania	Moshi	VBS54998	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438140	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438140/ERR9438140_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/000/ERR9438140/ERR9438140_2.fastq.gz
EA18-0121	Tanzania	Moshi	VBS54999	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438141	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438141/ERR9438141_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/001/ERR9438141/ERR9438141_2.fastq.gz
EA18-0122	Tanzania	Moshi	VBS55000	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438142	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438142/ERR9438142_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/002/ERR9438142/ERR9438142_2.fastq.gz
EA18-0123	Tanzania	Moshi	VBS55001	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438143	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438143/ERR9438143_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/003/ERR9438143/ERR9438143_2.fastq.gz
EA18-0124	Tanzania	Moshi	VBS55002	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438144	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438144/ERR9438144_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/004/ERR9438144/ERR9438144_2.fastq.gz
EA18-0125	Tanzania	Moshi	VBS55003	06/08/2018	1246:VO-TZ-KABULA-VMF00185	ERR9438145	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438145/ERR9438145_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR943/005/ERR9438145/ERR9438145_2.fastq.gz
